phone_number,is_valid_phone
(06)57375850,TRUE
(01)72736383,TRUE
(02)65882892,TRUE
(06)15114284,TRUE
(04)14350542,TRUE
(04)67646777,TRUE
(01)94262411,TRUE
(02)24122516,TRUE
(04)32582772,TRUE
(07)58798878,TRUE
(02)25464753,TRUE
(07)18136585,TRUE
(07)36728549,TRUE
(08)79931758,TRUE
(04)17956452,TRUE
(05)33723164,TRUE
(07)78655745,TRUE
(05)75428589,TRUE
(03)66445593,TRUE
(02)18224656,TRUE
(05)30665484,TRUE
(06)28471175,TRUE
(04)13162267,TRUE
(03)24882976,TRUE
(08)72394228,TRUE
(01)44811284,TRUE
(08)42781461,TRUE
(07)43216089,TRUE
(05)19361470,TRUE
(02)60242219,TRUE
(06)62112243,TRUE
(02)83316335,TRUE
(09)12899967,TRUE
(02)46652365,TRUE
(08)08662087,TRUE
(07)08777622,TRUE
(09)01796604,TRUE
(03)81754181,TRUE
(02)65045567,TRUE
(04)35957515,TRUE
(05)56410027,TRUE
(04)95115359,TRUE
(09)24155879,TRUE
(07)53765367,TRUE
(06)45341675,TRUE
(04)00465786,TRUE
(03)51354554,TRUE
(05)16325770,TRUE
(04)21624751,TRUE
(08)75968720,TRUE
(08)47575823,TRUE
(05)96178853,TRUE
(06)25535426,TRUE
(04)25375366,TRUE
(02)24362288,TRUE
(03)86341626,TRUE
(03)22330849,TRUE
(04)42187636,TRUE
(05)11730151,TRUE
(06)56676058,TRUE
(03)54126881,TRUE
(08)33635516,TRUE
(04)53776232,TRUE
(01)31436596,TRUE
(02)37114541,TRUE
(05)23202754,TRUE
(04)13018701,TRUE
(03)67526267,TRUE
(02)53553436,TRUE
(07)74618711,TRUE
(03)35871042,TRUE
(03)43188897,TRUE
(04)68268763,TRUE
(05)41545435,TRUE
(05)77681118,TRUE
(06)45568851,TRUE
(01)89127066,TRUE
(00141)2702217,TRUE
(09782)2827908,TRUE
(032121)710837,TRUE
(032661)251163,TRUE
(0086)95817896,TRUE
(061)24311477,TRUE
(01324)7455296,TRUE
(030142)414830,TRUE
(02040)9378037,TRUE
(0866)84774514,TRUE
(036922)047716,TRUE
(031298)238282,TRUE
(0025)89066836,TRUE
(033426)146673,TRUE
(06226)6237571,TRUE
(02603)8330730,TRUE
(004)51158251,TRUE
(08745)8165242,TRUE
(036377)170465,TRUE
(035269)260153,TRUE
(07644)2472141,TRUE
(037623)241923,TRUE
(0563)42631693,TRUE
(07506)4738086,TRUE
(031588)585883,TRUE
(0016)16139687,TRUE
(0631)21262580,TRUE
(031151)869326,TRUE
(032680)714838,TRUE
(034662)913066,TRUE
(034148)814606,TRUE
(035062)551763,TRUE
(037)34446064,TRUE
(09463)7649861,TRUE
(04524)0956708,TRUE
(030744)737968,TRUE
(011)08423709,TRUE
(03785)1492741,TRUE
(036838)483623,TRUE
(069)34174835,TRUE
(01231)7373275,TRUE
(036712)842442,TRUE
(037)28416447,TRUE
(07250)9447523,TRUE
(007)48337712,TRUE
(034330)326637,TRUE
(078)25750215,TRUE
(0585)28155137,TRUE
(06239)2870724,TRUE
(024)37232416,TRUE
(038457)465612,TRUE
(038141)525242,TRUE
(078)78437083,TRUE
(045)92148336,TRUE
(0073)80548348,TRUE
(023)42553214,TRUE
(036295)374352,TRUE
(07861)0744044,TRUE
(030324)483935,TRUE
(035106)428428,TRUE
(05352)4777140,TRUE
(0758)10141781,TRUE
(017)27227591,TRUE
(033295)685925,TRUE
(037318)346446,TRUE
(013)93487775,TRUE
(034918)702261,TRUE
(02321)6122551,TRUE
(0993)87482351,TRUE
(013)53821986,TRUE
(06280)2038702,TRUE
(0339)31145044,TRUE
(068)54657575,TRUE
(081)57459753,TRUE
(0758)25325267,TRUE
(0855)14462224,TRUE
(078)44557848,TRUE
(0735)78786333,TRUE
(086)10443142,TRUE
(025)94658536,TRUE
(0745)75747594,TRUE
(02894)5382803,TRUE
(054)83817685,TRUE
(0728)24346628,TRUE
(016)14073288,TRUE
(035622)276649,TRUE
(034852)583657,TRUE
(00641)5656163,TRUE
(0135)59177962,TRUE
(041)55806827,TRUE
(036181)876722,TRUE
(018)77137173,TRUE
(0663)95230518,TRUE
(034125)712583,TRUE
(0228)64468818,TRUE
(035604)581317,TRUE
(077)33885481,TRUE
(0535)70770873,TRUE
(09692)4266115,TRUE
(033906)266978,TRUE
(032521)591416,TRUE
(0204)34037332,TRUE
(04808)1722369,TRUE
(098)97604932,TRUE
(036333)186625,TRUE
(031647)072655,TRUE
(076)01228621,TRUE
(028)25197443,TRUE
(0437)70295677,TRUE
(0921)10614822,TRUE
(00038)8626539,TRUE
(083)01813816,TRUE
(002)22424004,TRUE
(016)09335884,TRUE
(0375)84047312,TRUE
(053)89870197,TRUE
(0615)57811647,TRUE
(030837)576325,TRUE
(0882)21622650,TRUE
(02148)1276211,TRUE
(0224)30826143,TRUE
(035354)268139,TRUE
(043)22460142,TRUE
(0681)01301171,TRUE
(00209)4858876,TRUE
(034787)275722,TRUE
(055)21612265,TRUE
(048)53795147,TRUE
(0277)66477628,TRUE
(0752)87567631,TRUE
(04644)7032860,TRUE
(0419)73663178,TRUE
(06764)6917615,TRUE
(030042)049181,TRUE
(0548)66796852,TRUE
(0412)58576588,TRUE
(037619)598287,TRUE
(027)32828356,TRUE
(037420)327436,TRUE
(0767)56545077,TRUE
(0475)71979684,TRUE
(071)69627616,TRUE
(054)35362582,TRUE
(012)24968597,TRUE
(0814)45205567,TRUE
(07467)3665516,TRUE
(06727)5464347,TRUE
(0763)55567895,TRUE
(017)61675261,TRUE
(032754)622205,TRUE
(033492)614755,TRUE
(0630)25119175,TRUE
(011)79492399,TRUE
(031468)747453,TRUE
(01666)0873123,TRUE
(08666)1397535,TRUE
(037)13155685,TRUE
(035)11866539,TRUE
(034210)483043,TRUE
(0349)82453575,TRUE
(0713)95770889,TRUE
(030362)605286,TRUE
(02321)7425887,TRUE
(09312)1152232,TRUE
(0656)14399242,TRUE
(0484)14184246,TRUE
(014)51418457,TRUE
(071)61183623,TRUE
(098)33529805,TRUE
(035302)404633,TRUE
(01494)0554592,TRUE
(030829)779976,TRUE
(076)81119987,TRUE
(02896)4577133,TRUE
(034)80469544,TRUE
(0166)43127674,TRUE
(0349)02755751,TRUE
(031881)771357,TRUE
(0258)18538916,TRUE
(02897)8214187,TRUE
(082)23763161,TRUE
(038984)126288,TRUE
(037)30938225,TRUE
(0581)45615325,TRUE
(0407)98824125,TRUE
(013)75775428,TRUE
(038666)595741,TRUE
(039880)705798,TRUE
(06789)5282865,TRUE
(07751)1127288,TRUE
(048)68478793,TRUE
(000)45295553,TRUE
(0113)43594949,TRUE
(071)57554542,TRUE
(030466)347596,TRUE
(01643)8432562,TRUE
(076)60382704,TRUE
(031874)139433,TRUE
(082)63210250,TRUE
(03264)6437112,TRUE
(0573)57554470,TRUE
(0283)27648420,TRUE
(0240)53165418,TRUE
(0171)24866367,TRUE
(0243)52377542,TRUE
(066)64125336,TRUE
(036629)810262,TRUE
(06784)7870846,TRUE
(038753)635412,TRUE
(0441)53280592,TRUE
(011)68534107,TRUE
(0662)88920467,TRUE
(0788)87986230,TRUE
(0265)65156471,TRUE
(089)99097605,TRUE
(036581)105544,TRUE
(074)96244344,TRUE
(035031)611422,TRUE
(036872)012802,TRUE
(03785)5412661,TRUE
(021)15324658,TRUE
(036852)184982,TRUE
(03246)1232267,TRUE
(030285)481112,TRUE
(0182)78765235,TRUE
(04146)6515015,TRUE
(0413)06111164,TRUE
(037709)577663,TRUE
(031954)821390,TRUE
(083)73841082,TRUE
(053)25990089,TRUE
(077)76329986,TRUE
(046)58259168,TRUE
(0935)91013218,TRUE
(04650)5337517,TRUE
(0600)39864325,TRUE
(033)48448333,TRUE
(06447)3121578,TRUE
(0762)70541456,TRUE
(039352)326477,TRUE
(01757)6086185,TRUE
(038331)551847,TRUE
(036754)733843,TRUE
(065)98512225,TRUE
(02583)1352824,TRUE
(0442)56327182,TRUE
(04617)8328467,TRUE
(039884)700403,TRUE
(078)87637774,TRUE
(072)51192466,TRUE
(0637)41973875,TRUE
(0285)66344641,TRUE
(0357)81349538,TRUE
(05465)3852754,TRUE
(033408)356281,TRUE
(034467)188182,TRUE
(045)37534644,TRUE
(05247)2455313,TRUE
(0202)37676656,TRUE
(038094)861874,TRUE
(08438)5553808,TRUE
(031203)851561,TRUE
(032226)606442,TRUE
(05232)4257574,TRUE
(07468)4691553,TRUE
(038741)786464,TRUE
(035367)290461,TRUE
(04067)6505728,TRUE
(031)90554884,TRUE
(056)53871555,TRUE
(037033)726756,TRUE
(037264)568720,TRUE
(0479)56155893,TRUE
(032728)281244,TRUE
(045)03272931,TRUE
(032675)874802,TRUE
(03065)9713216,TRUE
(02557)7963177,TRUE
(0822)55620143,TRUE
(0441)27565726,TRUE
(0881)28632303,TRUE
(034192)731728,TRUE
(035611)495254,TRUE
(04277)4348484,TRUE
(0765)97824726,TRUE
(065)72764679,TRUE
(0345)23668275,TRUE
(06527)8020664,TRUE
(035696)901842,TRUE
(03172)6775841,TRUE
(07577)6736445,TRUE
(033354)920136,TRUE
(036044)374548,TRUE
(03169)1473453,TRUE
(08114)1470775,TRUE
(037672)337404,TRUE
(07864)8060259,TRUE
(0002)02666132,TRUE
(013)55747831,TRUE
(0760)51214287,TRUE
(091)45472132,TRUE
(036889)553623,TRUE
(00386)5423573,TRUE
(058)55691883,TRUE
(059)46501919,TRUE
(0544)22435880,TRUE
(038270)819654,TRUE
(0892)28297774,TRUE
(0622)35617827,TRUE
(038147)293431,TRUE
(0159)00888273,TRUE
(038670)692344,TRUE
(0431)55438608,TRUE
(0161)13331266,TRUE
(059)87514115,TRUE
(0895)19831705,TRUE
(006)39489518,TRUE
(032168)125766,TRUE
(0727)41251649,TRUE
(06323)1626666,TRUE
(05817)7883351,TRUE
(0130)10035143,TRUE
(07212)8528168,TRUE
(025)88627563,TRUE
(039744)515244,TRUE
(089)81177123,TRUE
(084)31459556,TRUE
(094)44978910,TRUE
(027)60507337,TRUE
(0719)26327765,TRUE
(0160)15277405,TRUE
(05181)6281172,TRUE
(05322)8852465,TRUE
(0236)56578681,TRUE
(09944)6266176,TRUE
(05734)7429225,TRUE
(029)37731326,TRUE
(02770)5638560,TRUE
(06452)4346757,TRUE
(0122)32476361,TRUE
(032221)424633,TRUE
(0525)22138654,TRUE
(065)13611901,TRUE
(0238)51059147,TRUE
(036254)537353,TRUE
(084)21710606,TRUE
(062)25020601,TRUE
(06556)7370184,TRUE
(039)75426581,TRUE
(016)46443434,TRUE
(013)51995317,TRUE
(017)87182175,TRUE
(04464)8272463,TRUE
(0676)02882750,TRUE
(033)28673837,TRUE
(034031)646630,TRUE
(0816)85870081,TRUE
(034301)961316,TRUE
(043)37211423,TRUE
(048)23262576,TRUE
(046)73243856,TRUE
(05053)1721421,TRUE
(03728)4389031,TRUE
(03212)1354536,TRUE
(0544)28151564,TRUE
(031853)152322,TRUE
(0446)24155675,TRUE
(0575)48567486,TRUE
(086)00582249,TRUE
(00346)3669454,TRUE
(068)35845678,TRUE
(031669)565237,TRUE
(02174)6318968,TRUE
(078)92884243,TRUE
(04512)5788639,TRUE
(0762)61350264,TRUE
(00533)6318663,TRUE
(0528)83615630,TRUE
(020)23013433,TRUE
(05255)8691473,TRUE
(036218)303735,TRUE
(00643)7083925,TRUE
(075)84300366,TRUE
(09675)6884697,TRUE
(027)22712622,TRUE
(0083)12596643,TRUE
(042)45732810,TRUE
(047)45278353,TRUE
(02302)4668237,TRUE
(017)23021489,TRUE
(05317)9188376,TRUE
(033263)163179,TRUE
(086)26348761,TRUE
(0182)23133644,TRUE
(0551)17161215,TRUE
(035900)497837,TRUE
(014)64103146,TRUE
(07227)5509857,TRUE
(037504)718688,TRUE
(08479)6824621,TRUE
(028)13225108,TRUE
(0644)25462322,TRUE
(009)51686790,TRUE
(0827)37492895,TRUE
(06366)2572118,TRUE
(06187)2551843,TRUE
(058)37506574,TRUE
(044)34514217,TRUE
(03649)3148494,TRUE
(055)78760414,TRUE
(073)44898314,TRUE
(03451)3021526,TRUE
(03832)7105132,TRUE
(02885)8477514,TRUE
(034243)971143,TRUE
(058)42003613,TRUE
(05981)2571391,TRUE
(004)98558515,TRUE
(031898)642882,TRUE
(059)44825056,TRUE
(030681)727652,TRUE
(01981)2788870,TRUE
(0132)95716615,TRUE
(02795)8281293,TRUE
(037616)895651,TRUE
(038923)479838,TRUE
(05710)9745510,TRUE
(01271)1396063,TRUE
(00212)0351950,TRUE
(05663)1883794,TRUE
(0902)42213763,TRUE
(0528)36010818,TRUE
(083)96572503,TRUE
(032674)044439,TRUE
(07722)1542115,TRUE
(0664)45367731,TRUE
(02340)1073071,TRUE
(0219)14370174,TRUE
(026)70962489,TRUE
(062)18428919,TRUE
(0540)16477664,TRUE
(035)56352246,TRUE
(035654)428236,TRUE
(06767)2331226,TRUE
(03676)9014508,TRUE
(07956)7363036,TRUE
(0485)58510288,TRUE
(038423)973568,TRUE
(023)63327724,TRUE
(0218)68470148,TRUE
(032626)343586,TRUE
(0285)58470784,TRUE
(07423)2137695,TRUE
(031227)621023,TRUE
(061)63827688,TRUE
(032448)425617,TRUE
(0598)68963862,TRUE
(00327)4282669,TRUE
(032488)579433,TRUE
(0491)74798284,TRUE
(036368)935489,TRUE
(08648)5787554,TRUE
(01288)7672655,TRUE
(011)40371541,TRUE
(0552)35486811,TRUE
(071)69204252,TRUE
(0554)34674224,TRUE
(0139)21154641,TRUE
(034274)714481,TRUE
(0368)54344038,TRUE
(07255)1361378,TRUE
(033)08816827,TRUE
(07459)8360524,TRUE
(089)36362377,TRUE
(04621)2581214,TRUE
(0487)58451244,TRUE
(091)45463166,TRUE
(039744)964256,TRUE
(01859)8182836,TRUE
(096)38181415,TRUE
(02914)7529348,TRUE
(05257)1862709,TRUE
(033)15471297,TRUE
(082)64170121,TRUE
(033505)632868,TRUE
(081)17391531,TRUE
(0676)23313655,TRUE
(0957)17035394,TRUE
(0350)15041837,TRUE
(03771)8229956,TRUE
(08113)1324341,TRUE
(0771)82455436,TRUE
(038247)663455,TRUE
(032)61767512,TRUE
(036384)427105,TRUE
(0361)14944183,TRUE
(09645)4448425,TRUE
(02317)9867703,TRUE
(0194)41086617,TRUE
(0553)20648652,TRUE
023-421-1218,TRUE
028-757-6214,TRUE
034-715-8810,TRUE
071-619-8227,TRUE
081-213-6625,TRUE
058-074-9854,TRUE
038-662-5837,TRUE
010-522-7788,TRUE
083-612-5126,TRUE
052-965-5271,TRUE
035-808-5826,TRUE
030-144-0065,TRUE
064-894-9323,TRUE
071-117-8738,TRUE
007-118-2885,TRUE
014-031-8167,TRUE
085-043-8522,TRUE
081-635-1412,TRUE
067-166-9530,TRUE
076-441-5681,TRUE
087-668-0261,TRUE
085-899-4515,TRUE
048-642-3865,TRUE
065-256-4388,TRUE
093-630-8915,TRUE
025-436-1230,TRUE
073-733-6641,TRUE
033-287-0182,TRUE
043-725-8702,TRUE
043-274-6984,TRUE
088-846-2728,TRUE
022-719-4326,TRUE
071-369-6520,TRUE
042-675-7879,TRUE
013-599-8215,TRUE
057-335-0173,TRUE
083-954-7581,TRUE
018-363-4103,TRUE
084-478-2625,TRUE
098-270-1718,TRUE
086-920-6505,TRUE
067-052-2828,TRUE
037-737-6183,TRUE
030-682-3221,TRUE
032-773-0739,TRUE
063-265-3739,TRUE
053-374-4691,TRUE
058-714-5748,TRUE
015-412-3418,TRUE
010-926-3662,TRUE
085-707-8358,TRUE
075-267-4474,TRUE
063-614-3353,TRUE
013-792-4175,TRUE
033-883-1004,TRUE
037-175-1388,TRUE
041-387-8589,TRUE
080-832-7178,TRUE
027-103-1268,TRUE
033-126-5816,TRUE
080-439-6045,TRUE
063-262-7788,TRUE
074-884-8453,TRUE
096-723-7782,TRUE
074-561-6408,TRUE
081-435-7458,TRUE
082-374-1651,TRUE
048-923-2766,TRUE
024-383-3165,TRUE
078-383-7468,TRUE
008-787-8763,TRUE
014-647-3385,TRUE
095-902-2771,TRUE
031-116-6335,TRUE
091-836-1176,TRUE
070-567-8768,TRUE
076-022-4743,TRUE
022-813-6866,TRUE
028-276-3453,TRUE
055-613-8049,TRUE
064-275-2254,TRUE
070-372-4258,TRUE
021-488-0553,TRUE
061-737-7383,TRUE
086-774-9160,TRUE
078-625-8618,TRUE
033-265-3185,TRUE
018-625-6721,TRUE
086-287-5741,TRUE
098-684-5876,TRUE
027-164-4874,TRUE
024-186-2811,TRUE
012-348-5281,TRUE
083-544-5431,TRUE
061-656-2819,TRUE
058-622-7529,TRUE
041-588-2142,TRUE
071-515-8433,TRUE
067-183-9671,TRUE
077-178-6432,TRUE
083-826-2314,TRUE
053-812-1018,TRUE
034-773-2835,TRUE
056-447-2811,TRUE
031-840-2127,TRUE
054-149-2961,TRUE
061-179-8873,TRUE
050-491-5461,TRUE
061-295-6146,TRUE
044-411-4316,TRUE
070-649-6792,TRUE
059-812-8717,TRUE
028-172-3398,TRUE
078-631-9435,TRUE
032-881-1678,TRUE
011-551-3455,TRUE
084-965-9105,TRUE
057-869-6052,TRUE
044-905-2857,TRUE
003-222-6187,TRUE
078-376-6235,TRUE
063-294-0835,TRUE
085-483-3435,TRUE
029-680-9728,TRUE
014-643-6349,TRUE
086-415-2585,TRUE
078-379-7332,TRUE
061-448-4763,TRUE
027-033-1053,TRUE
047-448-3231,TRUE
083-312-3717,TRUE
056-074-5277,TRUE
023-264-7367,TRUE
073-045-5834,TRUE
046-286-0811,TRUE
043-656-4355,TRUE
025-235-7608,TRUE
067-421-4389,TRUE
021-476-1622,TRUE
008-358-6551,TRUE
088-070-2842,TRUE
037-850-2231,TRUE
017-812-9937,TRUE
075-714-1521,TRUE
039-622-6982,TRUE
063-216-4742,TRUE
051-758-2452,TRUE
014-754-4445,TRUE
041-651-6722,TRUE
016-270-4238,TRUE
062-088-4542,TRUE
062-428-7672,TRUE
078-368-4762,TRUE
062-325-4055,TRUE
051-848-5072,TRUE
028-073-7422,TRUE
085-600-3434,TRUE
044-368-5284,TRUE
085-325-2149,TRUE
071-585-8767,TRUE
049-826-1912,TRUE
064-456-6264,TRUE
067-823-6276,TRUE
069-793-4236,TRUE
034-442-6158,TRUE
082-549-9772,TRUE
063-353-2516,TRUE
016-489-1716,TRUE
067-175-9057,TRUE
017-802-8234,TRUE
072-548-4258,TRUE
045-137-1755,TRUE
071-272-6855,TRUE
041-348-4718,TRUE
093-621-3103,TRUE
097-310-6862,TRUE
055-284-2864,TRUE
019-541-2865,TRUE
064-198-5865,TRUE
030-137-7448,TRUE
067-487-2023,TRUE
040-161-7231,TRUE
059-631-2705,TRUE
067-888-4332,TRUE
005-786-5341,TRUE
033-571-2854,TRUE
083-524-8656,TRUE
026-429-4293,TRUE
058-736-6381,TRUE
054-475-6647,TRUE
014-308-6274,TRUE
091-560-7502,TRUE
063-555-2627,TRUE
055-176-6525,TRUE
025-122-8883,TRUE
024-852-9444,TRUE
013-629-5813,TRUE
064-879-5263,TRUE
044-195-3744,TRUE
036-113-7705,TRUE
000-583-6134,TRUE
072-350-9288,TRUE
038-456-3818,TRUE
075-503-4773,TRUE
043-204-8287,TRUE
048-070-6146,TRUE
044-673-2457,TRUE
007-155-2835,TRUE
067-568-0114,TRUE
082-085-5341,TRUE
022-916-6012,TRUE
061-299-2337,TRUE
043-270-9042,TRUE
085-455-8392,TRUE
077-622-9957,TRUE
051-764-2016,TRUE
000-732-9679,TRUE
013-412-9875,TRUE
086-251-5165,TRUE
053-239-8554,TRUE
019-384-2175,TRUE
002-313-3679,TRUE
068-910-5823,TRUE
047-665-4277,TRUE
084-033-8868,TRUE
073-342-2078,TRUE
078-492-4712,TRUE
045-852-6840,TRUE
094-465-6357,TRUE
019-743-4813,TRUE
017-560-7528,TRUE
031-871-8614,TRUE
038-395-5847,TRUE
074-141-9742,TRUE
068-321-9099,TRUE
067-134-7142,TRUE
016-264-4764,TRUE
015-671-6521,TRUE
037-878-5833,TRUE
094-582-1415,TRUE
087-305-4956,TRUE
051-534-8911,TRUE
048-051-2872,TRUE
066-455-4842,TRUE
031-858-2643,TRUE
029-766-0842,TRUE
093-262-4968,TRUE
039-452-4788,TRUE
056-538-2240,TRUE
047-855-8510,TRUE
062-722-5648,TRUE
065-317-6184,TRUE
065-822-1303,TRUE
002-352-7370,TRUE
046-564-6486,TRUE
032-632-5351,TRUE
007-563-3598,TRUE
049-137-9023,TRUE
066-487-9314,TRUE
066-403-4375,TRUE
066-348-7828,TRUE
003-094-2401,TRUE
094-368-4441,TRUE
082-132-5977,TRUE
064-561-4244,TRUE
060-166-8710,TRUE
048-173-6173,TRUE
006-816-0328,TRUE
066-886-0253,TRUE
034-668-5331,TRUE
076-179-6605,TRUE
066-358-8997,TRUE
073-653-3542,TRUE
051-145-8323,TRUE
096-331-8747,TRUE
005-133-0580,TRUE
047-316-4942,TRUE
069-232-3598,TRUE
016-580-8471,TRUE
071-456-4402,TRUE
045-371-8192,TRUE
087-356-0977,TRUE
066-225-4501,TRUE
001-577-1396,TRUE
081-521-5862,TRUE
049-664-8474,TRUE
052-432-2538,TRUE
053-242-2775,TRUE
053-868-8564,TRUE
055-856-9865,TRUE
066-148-8468,TRUE
011-786-4343,TRUE
074-818-2642,TRUE
048-467-4374,TRUE
041-522-2179,TRUE
077-964-9152,TRUE
061-893-2604,TRUE
016-898-2277,TRUE
025-727-1833,TRUE
079-679-6181,TRUE
035-217-3674,TRUE
027-794-3252,TRUE
069-267-6644,TRUE
078-082-2165,TRUE
031-685-7754,TRUE
028-785-2558,TRUE
084-537-5642,TRUE
077-210-2420,TRUE
029-136-1384,TRUE
080-247-4714,TRUE
024-198-1775,TRUE
054-591-0328,TRUE
055-949-7361,TRUE
012-380-1141,TRUE
006-493-6525,TRUE
023-533-4490,TRUE
035-501-8961,TRUE
041-906-7626,TRUE
065-946-6461,TRUE
041-519-5444,TRUE
035-854-6382,TRUE
025-843-4454,TRUE
058-571-7179,TRUE
060-645-4547,TRUE
054-865-6626,TRUE
041-301-4671,TRUE
051-786-8982,TRUE
023-741-7475,TRUE
080-357-4539,TRUE
041-682-1151,TRUE
038-856-8194,TRUE
037-176-2562,TRUE
067-762-2375,TRUE
098-014-1546,TRUE
079-775-7787,TRUE
056-244-8935,TRUE
015-001-9610,TRUE
007-884-2770,TRUE
068-049-8616,TRUE
096-791-3702,TRUE
024-401-6863,TRUE
072-156-9832,TRUE
048-843-3738,TRUE
092-226-3322,TRUE
063-229-8626,TRUE
082-106-1285,TRUE
015-341-6628,TRUE
013-416-4277,TRUE
018-138-3027,TRUE
095-765-6361,TRUE
085-326-2925,TRUE
025-313-2726,TRUE
057-357-5856,TRUE
038-025-2246,TRUE
076-326-1104,TRUE
011-354-5933,TRUE
023-155-4372,TRUE
031-607-1217,TRUE
058-625-1661,TRUE
026-153-2171,TRUE
092-357-5373,TRUE
076-208-2781,TRUE
023-161-7714,TRUE
013-289-3640,TRUE
042-534-7706,TRUE
074-597-0354,TRUE
044-738-2437,TRUE
043-853-2651,TRUE
014-317-8121,TRUE
067-524-0256,TRUE
025-966-3148,TRUE
032-019-3566,TRUE
034-478-8454,TRUE
045-266-5918,TRUE
026-181-1078,TRUE
061-160-2776,TRUE
012-567-6832,TRUE
038-814-2209,TRUE
018-480-1032,TRUE
063-178-5813,TRUE
022-555-8459,TRUE
062-344-4798,TRUE
026-420-5187,TRUE
043-858-4364,TRUE
071-021-8125,TRUE
007-744-4313,TRUE
015-733-3783,TRUE
001-657-4777,TRUE
090-911-2843,TRUE
071-102-3351,TRUE
052-474-3740,TRUE
065-771-1234,TRUE
037-663-6677,TRUE
011-868-2596,TRUE
035-297-6145,TRUE
042-921-8557,TRUE
066-822-6747,TRUE
081-021-3876,TRUE
085-902-4855,TRUE
005-507-0243,TRUE
053-641-1179,TRUE
028-865-8945,TRUE
085-153-2481,TRUE
051-601-2596,TRUE
097-186-0785,TRUE
057-322-1348,TRUE
035-973-4867,TRUE
030-317-8256,TRUE
015-123-5476,TRUE
056-313-5710,TRUE
052-860-3885,TRUE
029-527-7991,TRUE
048-858-6909,TRUE
051-439-5816,TRUE
039-578-6144,TRUE
094-175-6627,TRUE
017-476-3368,TRUE
082-236-6723,TRUE
004-194-1266,TRUE
041-047-8795,TRUE
002-957-6785,TRUE
038-123-4346,TRUE
038-413-9546,TRUE
068-668-3164,TRUE
066-869-8766,TRUE
087-572-6156,TRUE
026-933-8391,TRUE
056-425-3994,TRUE
033-768-5421,TRUE
015-112-6432,TRUE
042-033-3671,TRUE
075-459-8533,TRUE
008-201-6885,TRUE
026-658-2988,TRUE
091-461-1685,TRUE
097-878-0217,TRUE
044-527-1228,TRUE
060-127-7107,TRUE
057-252-1223,TRUE
043-488-6749,TRUE
014-312-4032,TRUE
051-615-1110,TRUE
086-753-2564,TRUE
023-255-6267,TRUE
029-984-6270,TRUE
065-326-7068,TRUE
075-796-4301,TRUE
017-777-0686,TRUE
022-044-3514,TRUE
064-265-5204,TRUE
055-112-6642,TRUE
068-596-7815,TRUE
020-612-9453,TRUE
082-669-6586,TRUE
083-936-7194,TRUE
091-656-4843,TRUE
002-184-3224,TRUE
021-721-5570,TRUE
011-870-5725,TRUE
089-388-7006,TRUE
051-270-4977,TRUE
077-075-7682,TRUE
055-994-6664,TRUE
087-791-2279,TRUE
088-220-1115,TRUE
015-538-4415,TRUE
079-426-4328,TRUE
074-181-1926,TRUE
031-427-5321,TRUE
075-384-8771,TRUE
038-869-2024,TRUE
047-067-3546,TRUE
090-082-7373,TRUE
053-773-7239,TRUE
081-412-4263,TRUE
013-338-3781,TRUE
012-347-3121,TRUE
021-538-5983,TRUE
045-843-3201,TRUE
078-341-8224,TRUE
094-484-3417,TRUE
026-846-6174,TRUE
033-940-7293,TRUE
025-896-3681,TRUE
016-949-7472,TRUE
069-623-0303,TRUE
044-525-4264,TRUE
076-447-3838,TRUE
072-513-2246,TRUE
079-192-3967,TRUE
039-067-9828,TRUE
086-704-2778,TRUE
092-623-8188,TRUE
022-732-3942,TRUE
098-776-9874,TRUE
034-839-1185,TRUE
015-571-9512,TRUE
016-833-8078,TRUE
078-058-5416,TRUE
8551974559408050    ,FALSE
6495787500354320    ,FALSE
9274368164801880    ,FALSE
7534014131130310    ,FALSE
9691299680050780    ,FALSE
5217675901147750    ,FALSE
5366426814161460    ,FALSE
5408055475878400    ,FALSE
5548322446882040    ,FALSE
1850029040135680    ,FALSE
9543547529248160    ,FALSE
4009885170389020    ,FALSE
5837874972712110    ,FALSE
4449125938248630    ,FALSE
8619718433367150    ,FALSE
5979754558999060    ,FALSE
2192229014679300    ,FALSE
1514235131840770    ,FALSE
1558460106850910    ,FALSE
9806751547262430    ,FALSE
5314961976116530    ,FALSE
1568935301236230    ,FALSE
7545793495225160    ,FALSE
9529898612134300    ,FALSE
8583739761860620    ,FALSE
5505388560974850    ,FALSE
4525812282919090    ,FALSE
4670688204629430    ,FALSE
8221724423733220    ,FALSE
9447656034237680    ,FALSE
6859040013640050    ,FALSE
5774411924524370    ,FALSE
7524622169669640    ,FALSE
4695265065193020    ,FALSE
1141136471964870    ,FALSE
3904631927077880    ,FALSE
4728741657234240    ,FALSE
6458134959080540    ,FALSE
4408246650021380    ,FALSE
3685408441199650    ,FALSE
2417120096921630    ,FALSE
2434034900764020    ,FALSE
8883060156418880    ,FALSE
1350108996452810    ,FALSE
6953357234979870    ,FALSE
7018488775396640    ,FALSE
6987415794648340    ,FALSE
5107609034930580    ,FALSE
6969354874680960    ,FALSE
8817769758443990    ,FALSE
9439339342708230    ,FALSE
9063237050820680    ,FALSE
3577634709669420    ,FALSE
5665832230996230    ,FALSE
2397982271692210    ,FALSE
9083672152445040    ,FALSE
7853397848258070    ,FALSE
9507770355326220    ,FALSE
4992010476533800    ,FALSE
